sensor,date,measurement
light,2023-04-25 13:53:31.764729,5055
weight,2023-04-25 13:53:31.764731,55
weight,2023-04-25 13:53:31.764733,45
weight,2023-04-25 13:53:31.764735,92
weight,2023-04-25 13:53:31.764736,193
temperature,2023-04-25 13:53:31.764738,122
weight,2023-04-25 13:53:31.764740,136
temperature,2023-04-25 13:53:31.764746,162
weight,2023-04-25 13:53:31.764748,175
light,2023-04-25 13:53:31.764750,2920
humidity,2023-04-25 13:53:31.764752,6
humidity,2023-04-25 13:53:31.764754,30
temperature,2023-04-25 13:53:31.764756,35
humidity,2023-04-25 13:53:31.764757,1
weight,2023-04-25 13:53:31.764759,67
temperature,2023-04-25 13:53:31.764761,E6
light,2023-04-25 13:53:31.764762,5759
temperature,2023-04-25 13:53:31.764764,15
humidity,2023-04-25 13:53:31.764774,95
weight,2023-04-25 13:53:31.764776,62
light,2023-04-25 13:53:31.764778,2588
humidity,2023-04-25 13:53:31.764779,61
temperature,2023-04-25 13:53:31.764781,146
weight,2023-04-25 13:53:31.764785,172
weight,2023-04-25 13:53:31.764787,76
humidity,2023-04-25 13:53:31.764789,38
weight,2023-04-25 13:53:31.764791,116
light,2023-04-25 13:53:31.764793,5478
humidity,2023-04-25 13:53:31.764794,49
humidity,2023-04-25 13:53:31.764796,83
temperature,2023-04-25 13:53:31.764799,85
light,2023-04-25 13:53:31.764801,3990
humidity,2023-04-25 13:53:31.764803,56
light,2023-04-25 13:53:31.764805,4995
weight,2023-04-25 13:53:31.764807,52
weight,2023-04-25 13:53:31.764809,E3
humidity,2023-04-25 13:53:31.764810,22
temperature,2023-04-25 13:53:31.764812,81
humidity,2023-04-25 13:53:31.764814,28
weight,2023-04-25 13:53:31.764816,79
humidity,2023-04-25 13:53:31.764818,68
humidity,2023-04-25 13:53:31.764820,36
temperature,2023-04-25 13:53:31.764821,24
temperature,2023-04-25 13:53:31.764823,157
light,2023-04-25 13:53:31.764850,4055
weight,2023-04-25 13:53:31.764852,179
temperature,2023-04-25 13:53:31.764854,138
temperature,2023-04-25 13:53:31.764856,65
humidity,2023-04-25 13:53:31.764858,31
humidity,2023-04-25 13:53:31.764860,52
temperature,2023-04-25 13:53:31.764862,126
humidity,2023-04-25 13:53:31.764864,31
light,2023-04-25 13:53:31.764865,E7
light,2023-04-25 13:53:31.764869,4615
weight,2023-04-25 13:53:31.764873,121
weight,2023-04-25 13:53:31.764876,46
light,2023-04-25 13:53:31.764879,5503
temperature,2023-04-25 13:53:31.764882,42
light,2023-04-25 13:53:31.764885,2794
light,2023-04-25 13:53:31.764887,2198
weight,2023-04-25 13:53:31.764889,167
temperature,2023-04-25 13:53:31.764890,168
light,2023-04-25 13:53:31.764892,5364
temperature,2023-04-25 13:53:31.764894,E3
light,2023-04-25 13:53:31.764895,1277
weight,2023-04-25 13:53:31.764897,176
weight,2023-04-25 13:53:31.764899,19
weight,2023-04-25 13:53:31.764900,175
humidity,2023-04-25 13:53:31.764902,46
humidity,2023-04-25 13:53:31.764904,58
temperature,2023-04-25 13:53:31.764905,186
light,2023-04-25 13:53:31.764907,870
weight,2023-04-25 13:53:31.764909,Test
humidity,2023-04-25 13:53:31.764910,61
light,2023-04-25 13:53:31.764912,E9
weight,2023-04-25 13:53:31.764913,E9
weight,2023-04-25 13:53:31.764942,160
temperature,2023-04-25 13:53:31.764944,146
temperature,2023-04-25 13:53:31.764945,91
humidity,2023-04-25 13:53:31.764947,99
humidity,2023-04-25 13:53:31.764949,31
temperature,2023-04-25 13:53:31.764951,74
temperature,2023-04-25 13:53:31.764953,14
humidity,2023-04-25 13:53:31.764955,0
temperature,2023-04-25 13:53:31.764957,114
humidity,2023-04-25 13:53:31.764958,18
light,2023-04-25 13:53:31.764962,1793
temperature,2023-04-25 13:53:31.764964,130
light,2023-04-25 13:53:31.764966,935
humidity,2023-04-25 13:53:31.764968,95
humidity,2023-04-25 13:53:31.764969,92
temperature,2023-04-25 13:53:31.764971,178
temperature,2023-04-25 13:53:31.764973,110
weight,2023-04-25 13:53:31.764975,56
humidity,2023-04-25 13:53:31.764976,21
light,2023-04-25 13:53:31.764978,992
humidity,2023-04-25 13:53:31.764980,91
light,2023-04-25 13:53:31.764981,2803
humidity,2023-04-25 13:53:31.764983,83
light,2023-04-25 13:53:31.764987,3425
temperature,2023-04-25 13:53:31.764989,7
light,2023-04-25 13:53:31.764991,5152
humidity,2023-04-25 13:53:31.764992,67
humidity,2023-04-25 13:53:31.764994,51
temperature,2023-04-25 13:53:31.764996,185
light,2023-04-25 13:53:31.764998,E2
temperature,2023-04-25 13:53:31.765000,E1
humidity,2023-04-25 13:53:31.765001,50
humidity,2023-04-25 13:53:31.765003,43
weight,2023-04-25 13:53:31.765004,113
temperature,2023-04-25 13:53:31.765006,-10
temperature,2023-04-25 13:53:31.765008,E5
humidity,2023-04-25 13:53:31.765009,92
temperature,2023-04-25 13:53:31.765011,196
light,2023-04-25 13:53:31.765013,4307
temperature,2023-04-25 13:53:31.765014,76
temperature,2023-04-25 13:53:31.765016,135
weight,2023-04-25 13:53:31.765018,29
light,2023-04-25 13:53:31.765020,3154
light,2023-04-25 13:53:31.765022,5841
temperature,2023-04-25 13:53:31.765024,200
weight,2023-04-25 13:53:31.765026,103
humidity,2023-04-25 13:53:31.765029,4
light,2023-04-25 13:53:31.765031,488
light,2023-04-25 13:53:31.765033,309
weight,2023-04-25 13:53:31.765035,99
weight,2023-04-25 13:53:31.765036,E8
weight,2023-04-25 13:53:31.765038,81
weight,2023-04-25 13:53:31.765041,41
humidity,2023-04-25 13:53:31.765044,4
temperature,2023-04-25 13:53:31.765045,111
temperature,2023-04-25 13:53:31.765047,E4
humidity,2023-04-25 13:53:31.765049,13
light,2023-04-25 13:53:31.765050,2774
temperature,2023-04-25 13:53:31.765052,143
temperature,2023-04-25 13:53:31.765054,62
weight,2023-04-25 13:53:31.765056,15
humidity,2023-04-25 13:53:31.765058,81
weight,2023-04-25 13:53:31.765060,49
humidity,2023-04-25 13:53:31.765062,4
temperature,2023-04-25 13:53:31.765063,106
light,2023-04-25 13:53:31.765065,3619
weight,2023-04-25 13:53:31.765067,134
humidity,2023-04-25 13:53:31.765069,1
weight,2023-04-25 13:53:31.765071,39
temperature,2023-04-25 13:53:31.765074,182
humidity,2023-04-25 13:53:31.765076,52
humidity,2023-04-25 13:53:31.765078,65
humidity,2023-04-25 13:53:31.765080,55
temperature,2023-04-25 13:53:31.765083,123
humidity,2023-04-25 13:53:31.765085,E9
temperature,2023-04-25 13:53:31.765087,41
temperature,2023-04-25 13:53:31.765088,186
light,2023-04-25 13:53:31.765090,5480
light,2023-04-25 13:53:31.765092,5682
temperature,2023-04-25 13:53:31.765094,37
humidity,2023-04-25 13:53:31.765096,51
light,2023-04-25 13:53:31.765098,4980
light,2023-04-25 13:53:31.765100,758
humidity,2023-04-25 13:53:31.765102,56
humidity,2023-04-25 13:53:31.765104,3
temperature,2023-04-25 13:53:31.765106,103
temperature,2023-04-25 13:53:31.765107,51
light,2023-04-25 13:53:31.765109,Test
light,2023-04-25 13:53:31.765111,2455
temperature,2023-04-25 13:53:31.765113,Test
weight,2023-04-25 13:53:31.765115,E4
weight,2023-04-25 13:53:31.765116,60
humidity,2023-04-25 13:53:31.765120,38
light,2023-04-25 13:53:31.765121,516
weight,2023-04-25 13:53:31.765123,113
weight,2023-04-25 13:53:31.765125,123
humidity,2023-04-25 13:53:31.765127,19
temperature,2023-04-25 13:53:31.765129,41
weight,2023-04-25 13:53:31.765131,146
humidity,2023-04-25 13:53:31.765132,97
temperature,2023-04-25 13:53:31.765134,21
light,2023-04-25 13:53:31.765136,300
temperature,2023-04-25 13:53:31.765138,70
temperature,2023-04-25 13:53:31.765140,144
light,2023-04-25 13:53:31.765142,2272
temperature,2023-04-25 13:53:31.765144,178
temperature,2023-04-25 13:53:31.765146,11
light,2023-04-25 13:53:31.765148,1790
weight,2023-04-25 13:53:31.765149,194
weight,2023-04-25 13:53:31.765151,E0
weight,2023-04-25 13:53:31.765153,79
humidity,2023-04-25 13:53:31.765154,70
temperature,2023-04-25 13:53:31.765156,173
temperature,2023-04-25 13:53:31.765158,111
light,2023-04-25 13:53:31.765160,4671
temperature,2023-04-25 13:53:31.765163,29
light,2023-04-25 13:53:31.765165,4012
humidity,2023-04-25 13:53:31.765167,24
humidity,2023-04-25 13:53:31.765169,51
temperature,2023-04-25 13:53:31.765171,198
weight,2023-04-25 13:53:31.765173,49
humidity,2023-04-25 13:53:31.765175,13
light,2023-04-25 13:53:31.765177,2213
weight,2023-04-25 13:53:31.765179,53
light,2023-04-25 13:53:31.765181,3079
weight,2023-04-25 13:53:31.765183,93
light,2023-04-25 13:53:31.765184,E1
weight,2023-04-25 13:53:31.765186,30
weight,2023-04-25 13:53:31.765188,54
weight,2023-04-25 13:53:31.765189,57
humidity,2023-04-25 13:53:31.765191,40
weight,2023-04-25 13:53:31.765193,10
light,2023-04-25 13:53:31.765195,3700
weight,2023-04-25 13:53:31.765197,131
light,2023-04-25 13:53:31.765198,4373
humidity,2023-04-25 13:53:31.765202,61
humidity,2023-04-25 13:53:31.765207,67
light,2023-04-25 13:53:31.765209,2446
temperature,2023-04-25 13:53:31.765213,25
weight,2023-04-25 13:53:31.765215,76
humidity,2023-04-25 13:53:31.765216,E9
temperature,2023-04-25 13:53:31.765218,105
humidity,2023-04-25 13:53:31.765220,58
weight,2023-04-25 13:53:31.765222,3
weight,2023-04-25 13:53:31.765224,28
humidity,2023-04-25 13:53:31.765225,40
humidity,2023-04-25 13:53:31.765227,57
weight,2023-04-25 13:53:31.765229,7
light,2023-04-25 13:53:31.765231,5111
weight,2023-04-25 13:53:31.765233,157
temperature,2023-04-25 13:53:31.765234,136
weight,2023-04-25 13:53:31.765236,127
temperature,2023-04-25 13:53:31.765238,181
humidity,2023-04-25 13:53:31.765240,38
weight,2023-04-25 13:53:31.765242,16
humidity,2023-04-25 13:53:31.765243,69
light,2023-04-25 13:53:31.765245,1416
humidity,2023-04-25 13:53:31.765247,40
light,2023-04-25 13:53:31.765249,4073
humidity,2023-04-25 13:53:31.765251,29
light,2023-04-25 13:53:31.765253,3198
humidity,2023-04-25 13:53:31.765257,12
temperature,2023-04-25 13:53:31.765258,121
temperature,2023-04-25 13:53:31.765260,7
weight,2023-04-25 13:53:31.765262,171
temperature,2023-04-25 13:53:31.765264,59
humidity,2023-04-25 13:53:31.765266,7
light,2023-04-25 13:53:31.765267,2020
temperature,2023-04-25 13:53:31.765269,168
temperature,2023-04-25 13:53:31.765271,153
temperature,2023-04-25 13:53:31.765273,97
humidity,2023-04-25 13:53:31.765275,47
weight,2023-04-25 13:53:31.765277,16
humidity,2023-04-25 13:53:31.765279,59
light,2023-04-25 13:53:31.765280,E8
weight,2023-04-25 13:53:31.765282,60
temperature,2023-04-25 13:53:31.765284,9
weight,2023-04-25 13:53:31.765285,93
temperature,2023-04-25 13:53:31.765287,188
weight,2023-04-25 13:53:31.765289,99
light,2023-04-25 13:53:31.765291,472
temperature,2023-04-25 13:53:31.765293,143
light,2023-04-25 13:53:31.765294,5600
weight,2023-04-25 13:53:31.765296,E0
weight,2023-04-25 13:53:31.765300,148
light,2023-04-25 13:53:31.765301,E4
temperature,2023-04-25 13:53:31.765303,93
temperature,2023-04-25 13:53:31.765305,E5
humidity,2023-04-25 13:53:31.765306,1
weight,2023-04-25 13:53:31.765308,47
weight,2023-04-25 13:53:31.765310,171
temperature,2023-04-25 13:53:31.765312,E4
humidity,2023-04-25 13:53:31.765313,75
light,2023-04-25 13:53:31.765315,898
light,2023-04-25 13:53:31.765317,5882
weight,2023-04-25 13:53:31.765319,64
temperature,2023-04-25 13:53:31.765321,147
humidity,2023-04-25 13:53:31.765323,70
weight,2023-04-25 13:53:31.765324,92
light,2023-04-25 13:53:31.765328,505
light,2023-04-25 13:53:31.765329,3395
temperature,2023-04-25 13:53:31.765331,E9
temperature,2023-04-25 13:53:31.765333,25
light,2023-04-25 13:53:31.765335,5793
humidity,2023-04-25 13:53:31.765337,51
light,2023-04-25 13:53:31.765338,2222
light,2023-04-25 13:53:31.765340,3144
weight,2023-04-25 13:53:31.765344,161
weight,2023-04-25 13:53:31.765346,124
weight,2023-04-25 13:53:31.765348,30
humidity,2023-04-25 13:53:31.765350,16
light,2023-04-25 13:53:31.765351,4621
light,2023-04-25 13:53:31.765353,5648
humidity,2023-04-25 13:53:31.765355,1
temperature,2023-04-25 13:53:31.765357,44
humidity,2023-04-25 13:53:31.765359,42
temperature,2023-04-25 13:53:31.765361,196
light,2023-04-25 13:53:31.765362,1188
humidity,2023-04-25 13:53:31.765365,98
light,2023-04-25 13:53:31.765366,1273
weight,2023-04-25 13:53:31.765370,70
humidity,2023-04-25 13:53:31.765372,44
humidity,2023-04-25 13:53:31.765374,63
humidity,2023-04-25 13:53:31.765376,95
humidity,2023-04-25 13:53:31.765377,25
temperature,2023-04-25 13:53:31.765379,169
humidity,2023-04-25 13:53:31.765381,6
humidity,2023-04-25 13:53:31.765383,84
light,2023-04-25 13:53:31.765385,2131
weight,2023-04-25 13:53:31.765387,131
humidity,2023-04-25 13:53:31.765390,6
temperature,2023-04-25 13:53:31.765392,143
weight,2023-04-25 13:53:31.765394,55
weight,2023-04-25 13:53:31.765396,63
humidity,2023-04-25 13:53:31.765398,63
light,2023-04-25 13:53:31.765399,5623
light,2023-04-25 13:53:31.765401,194
humidity,2023-04-25 13:53:31.765403,93
light,2023-04-25 13:53:31.765405,5417
temperature,2023-04-25 13:53:31.765407,199
light,2023-04-25 13:53:31.765409,4244
temperature,2023-04-25 13:53:31.765410,135
humidity,2023-04-25 13:53:31.765412,E0
weight,2023-04-25 13:53:31.765415,E6
temperature,2023-04-25 13:53:31.765416,195
light,2023-04-25 13:53:31.765418,4416
temperature,2023-04-25 13:53:31.765420,36
weight,2023-04-25 13:53:31.765421,144
weight,2023-04-25 13:53:31.765423,159
light,2023-04-25 13:53:31.765425,720
weight,2023-04-25 13:53:31.765427,195
weight,2023-04-25 13:53:31.765429,25
humidity,2023-04-25 13:53:31.765431,71
humidity,2023-04-25 13:53:31.765435,66
temperature,2023-04-25 13:53:31.765436,138
temperature,2023-04-25 13:53:31.765438,156
humidity,2023-04-25 13:53:31.765440,E0
humidity,2023-04-25 13:53:31.765442,E1
weight,2023-04-25 13:53:31.765443,102
light,2023-04-25 13:53:31.765445,5059
temperature,2023-04-25 13:53:31.765447,55
humidity,2023-04-25 13:53:31.765449,77
temperature,2023-04-25 13:53:31.765452,153
temperature,2023-04-25 13:53:31.765454,67
light,2023-04-25 13:53:31.765456,115
light,2023-04-25 13:53:31.765458,-10
weight,2023-04-25 13:53:31.765460,140
temperature,2023-04-25 13:53:31.765461,126
weight,2023-04-25 13:53:31.765463,E0
humidity,2023-04-25 13:53:31.765465,74
light,2023-04-25 13:53:31.765467,1242
temperature,2023-04-25 13:53:31.765469,140
humidity,2023-04-25 13:53:31.765470,4
temperature,2023-04-25 13:53:31.765472,74
humidity,2023-04-25 13:53:31.765474,69
temperature,2023-04-25 13:53:31.765476,195
temperature,2023-04-25 13:53:31.765479,88
light,2023-04-25 13:53:31.765481,176
weight,2023-04-25 13:53:31.765483,179
light,2023-04-25 13:53:31.765485,727
temperature,2023-04-25 13:53:31.765487,160
humidity,2023-04-25 13:53:31.765488,11
temperature,2023-04-25 13:53:31.765490,64
weight,2023-04-25 13:53:31.765492,14
humidity,2023-04-25 13:53:31.765494,2
weight,2023-04-25 13:53:31.765495,86
light,2023-04-25 13:53:31.765497,1759
light,2023-04-25 13:53:31.765499,3970
light,2023-04-25 13:53:31.765501,1564
light,2023-04-25 13:53:31.765503,4784
weight,2023-04-25 13:53:31.765505,47
humidity,2023-04-25 13:53:31.765507,70
humidity,2023-04-25 13:53:31.765508,55
light,2023-04-25 13:53:31.765510,3741
temperature,2023-04-25 13:53:31.765512,52
light,2023-04-25 13:53:31.765514,5431
humidity,2023-04-25 13:53:31.765516,56
temperature,2023-04-25 13:53:31.765518,168
weight,2023-04-25 13:53:31.765520,71
temperature,2023-04-25 13:53:31.765524,10
humidity,2023-04-25 13:53:31.765525,49
temperature,2023-04-25 13:53:31.765527,192
humidity,2023-04-25 13:53:31.765529,100
weight,2023-04-25 13:53:31.765531,167
weight,2023-04-25 13:53:31.765534,166
temperature,2023-04-25 13:53:31.765536,199
temperature,2023-04-25 13:53:31.765538,12
weight,2023-04-25 13:53:31.765540,90
weight,2023-04-25 13:53:31.765542,71
temperature,2023-04-25 13:53:31.765544,103
temperature,2023-04-25 13:53:31.765546,198
humidity,2023-04-25 13:53:31.765547,Test
light,2023-04-25 13:53:31.765549,4705
temperature,2023-04-25 13:53:31.765551,21
weight,2023-04-25 13:53:31.765553,48
temperature,2023-04-25 13:53:31.765555,167
light,2023-04-25 13:53:31.765556,E0
temperature,2023-04-25 13:53:31.765558,169
light,2023-04-25 13:53:31.765560,2397
temperature,2023-04-25 13:53:31.765562,118
weight,2023-04-25 13:53:31.765566,30
humidity,2023-04-25 13:53:31.765568,28
weight,2023-04-25 13:53:31.765571,47
humidity,2023-04-25 13:53:31.765573,97
humidity,2023-04-25 13:53:31.765575,72
weight,2023-04-25 13:53:31.765578,173
temperature,2023-04-25 13:53:31.765580,E8
weight,2023-04-25 13:53:31.765582,146
temperature,2023-04-25 13:53:31.765584,110
humidity,2023-04-25 13:53:31.765585,19
weight,2023-04-25 13:53:31.765587,103
temperature,2023-04-25 13:53:31.765589,Test
humidity,2023-04-25 13:53:31.765590,54
humidity,2023-04-25 13:53:31.765592,23
temperature,2023-04-25 13:53:31.765594,104
light,2023-04-25 13:53:31.765596,3056
humidity,2023-04-25 13:53:31.765598,74
humidity,2023-04-25 13:53:31.765600,8
humidity,2023-04-25 13:53:31.765601,28
light,2023-04-25 13:53:31.765603,132
humidity,2023-04-25 13:53:31.765605,25
humidity,2023-04-25 13:53:31.765607,11
light,2023-04-25 13:53:31.765609,-10
light,2023-04-25 13:53:31.765610,1103
temperature,2023-04-25 13:53:31.765612,94
weight,2023-04-25 13:53:31.765615,102
humidity,2023-04-25 13:53:31.765617,49
temperature,2023-04-25 13:53:31.765619,120
humidity,2023-04-25 13:53:31.765621,83
weight,2023-04-25 13:53:31.765622,124
weight,2023-04-25 13:53:31.765624,104
light,2023-04-25 13:53:31.765626,664
humidity,2023-04-25 13:53:31.765628,29
humidity,2023-04-25 13:53:31.765630,94
temperature,2023-04-25 13:53:31.765632,144
light,2023-04-25 13:53:31.765633,5682
light,2023-04-25 13:53:31.765635,4834
light,2023-04-25 13:53:31.765638,3294
light,2023-04-25 13:53:31.765640,5341
weight,2023-04-25 13:53:31.765642,54
light,2023-04-25 13:53:31.765644,1260
temperature,2023-04-25 13:53:31.765646,152
light,2023-04-25 13:53:31.765647,4166
weight,2023-04-25 13:53:31.765649,136
humidity,2023-04-25 13:53:31.765651,39
light,2023-04-25 13:53:31.765653,1061
humidity,2023-04-25 13:53:31.765655,E6
temperature,2023-04-25 13:53:31.765656,108
weight,2023-04-25 13:53:31.765675,47
humidity,2023-04-25 13:53:31.765677,39
humidity,2023-04-25 13:53:31.765679,86
weight,2023-04-25 13:53:31.765680,116
humidity,2023-04-25 13:53:31.765682,61
light,2023-04-25 13:53:31.765684,5308
weight,2023-04-25 13:53:31.765686,124
weight,2023-04-25 13:53:31.765688,197
light,2023-04-25 13:53:31.765690,4816
humidity,2023-04-25 13:53:31.765692,79
weight,2023-04-25 13:53:31.765693,24
humidity,2023-04-25 13:53:31.765695,76
light,2023-04-25 13:53:31.765697,572
humidity,2023-04-25 13:53:31.765699,46
light,2023-04-25 13:53:31.765701,2825
humidity,2023-04-25 13:53:31.765703,93
temperature,2023-04-25 13:53:31.765705,-10
weight,2023-04-25 13:53:31.765706,177
humidity,2023-04-25 13:53:31.765708,3
light,2023-04-25 13:53:31.765711,5740
humidity,2023-04-25 13:53:31.765715,81
humidity,2023-04-25 13:53:31.765717,47
weight,2023-04-25 13:53:31.765719,192
weight,2023-04-25 13:53:31.765722,E0
light,2023-04-25 13:53:31.765723,Test
weight,2023-04-25 13:53:31.765725,103
temperature,2023-04-25 13:53:31.765727,14
humidity,2023-04-25 13:53:31.765729,67
weight,2023-04-25 13:53:31.765731,63
humidity,2023-04-25 13:53:31.765732,90
weight,2023-04-25 13:53:31.765734,136
temperature,2023-04-25 13:53:31.765736,E4
weight,2023-04-25 13:53:31.765737,89
weight,2023-04-25 13:53:31.765739,101
humidity,2023-04-25 13:53:31.765741,37
temperature,2023-04-25 13:53:31.765743,135
humidity,2023-04-25 13:53:31.765745,1
temperature,2023-04-25 13:53:31.765746,76
humidity,2023-04-25 13:53:31.765748,E3
weight,2023-04-25 13:53:31.765750,72
weight,2023-04-25 13:53:31.765751,3
temperature,2023-04-25 13:53:31.765753,172
temperature,2023-04-25 13:53:31.765755,184
light,2023-04-25 13:53:31.765757,1725
light,2023-04-25 13:53:31.765759,2475
light,2023-04-25 13:53:31.765761,751
weight,2023-04-25 13:53:31.765764,132
humidity,2023-04-25 13:53:31.765766,89
weight,2023-04-25 13:53:31.765768,E2
light,2023-04-25 13:53:31.765769,E2
temperature,2023-04-25 13:53:31.765771,31
weight,2023-04-25 13:53:31.765773,13
weight,2023-04-25 13:53:31.765775,129
humidity,2023-04-25 13:53:31.765776,10
humidity,2023-04-25 13:53:31.765778,11
weight,2023-04-25 13:53:31.765780,168
temperature,2023-04-25 13:53:31.765782,38
temperature,2023-04-25 13:53:31.765784,44
weight,2023-04-25 13:53:31.765785,35
humidity,2023-04-25 13:53:31.765787,53
humidity,2023-04-25 13:53:31.765789,20
light,2023-04-25 13:53:31.765791,3027
light,2023-04-25 13:53:31.765793,3405
light,2023-04-25 13:53:31.765794,3262
light,2023-04-25 13:53:31.765796,267
light,2023-04-25 13:53:31.765799,1156
temperature,2023-04-25 13:53:31.765800,118
weight,2023-04-25 13:53:31.765802,190
humidity,2023-04-25 13:53:31.765804,13
humidity,2023-04-25 13:53:31.765808,49
temperature,2023-04-25 13:53:31.765809,100
temperature,2023-04-25 13:53:31.765811,179
weight,2023-04-25 13:53:31.765813,157
humidity,2023-04-25 13:53:31.765815,50
temperature,2023-04-25 13:53:31.765817,6
light,2023-04-25 13:53:31.765818,1461
light,2023-04-25 13:53:31.765820,376
humidity,2023-04-25 13:53:31.765822,85
weight,2023-04-25 13:53:31.765824,14
humidity,2023-04-25 13:53:31.765826,45
humidity,2023-04-25 13:53:31.765827,20
light,2023-04-25 13:53:31.765829,4592
weight,2023-04-25 13:53:31.765831,187
humidity,2023-04-25 13:53:31.765834,97
weight,2023-04-25 13:53:31.765836,163
humidity,2023-04-25 13:53:31.765838,50
weight,2023-04-25 13:53:31.765840,174
light,2023-04-25 13:53:31.765842,3946
weight,2023-04-25 13:53:31.765844,12
humidity,2023-04-25 13:53:31.765846,E9
temperature,2023-04-25 13:53:31.765847,90
temperature,2023-04-25 13:53:31.765849,111
humidity,2023-04-25 13:53:31.765853,40
light,2023-04-25 13:53:31.765854,5850
humidity,2023-04-25 13:53:31.765856,10
temperature,2023-04-25 13:53:31.765858,40
humidity,2023-04-25 13:53:31.765860,1
light,2023-04-25 13:53:31.765862,3004
temperature,2023-04-25 13:53:31.765864,169
temperature,2023-04-25 13:53:31.765865,92
temperature,2023-04-25 13:53:31.765867,114
temperature,2023-04-25 13:53:31.765869,27
light,2023-04-25 13:53:31.765871,E0
weight,2023-04-25 13:53:31.765872,32
light,2023-04-25 13:53:31.765876,1234
humidity,2023-04-25 13:53:31.765878,4
humidity,2023-04-25 13:53:31.765880,36
weight,2023-04-25 13:53:31.765882,167
light,2023-04-25 13:53:31.765884,3903
light,2023-04-25 13:53:31.765886,3872
light,2023-04-25 13:53:31.765888,E0
temperature,2023-04-25 13:53:31.765889,46
humidity,2023-04-25 13:53:31.765891,E2
weight,2023-04-25 13:53:31.765892,178
weight,2023-04-25 13:53:31.765894,20
weight,2023-04-25 13:53:31.765898,132
weight,2023-04-25 13:53:31.765899,90
weight,2023-04-25 13:53:31.765901,139
weight,2023-04-25 13:53:31.765903,34
light,2023-04-25 13:53:31.765905,4380
light,2023-04-25 13:53:31.765907,1143
temperature,2023-04-25 13:53:31.765909,167
light,2023-04-25 13:53:31.765910,5743
temperature,2023-04-25 13:53:31.765912,1
weight,2023-04-25 13:53:31.765914,26
humidity,2023-04-25 13:53:31.765916,76
weight,2023-04-25 13:53:31.765918,36
weight,2023-04-25 13:53:31.765920,62
temperature,2023-04-25 13:53:31.765921,188
light,2023-04-25 13:53:31.765923,4697
weight,2023-04-25 13:53:31.765925,91
light,2023-04-25 13:53:31.765927,2975
weight,2023-04-25 13:53:31.765929,100
humidity,2023-04-25 13:53:31.765931,E7
weight,2023-04-25 13:53:31.765932,26
temperature,2023-04-25 13:53:31.765934,E9
weight,2023-04-25 13:53:31.765936,28
light,2023-04-25 13:53:31.765937,715
light,2023-04-25 13:53:31.765941,E1
weight,2023-04-25 13:53:31.765942,0
light,2023-04-25 13:53:31.765944,776
temperature,2023-04-25 13:53:31.765946,75
light,2023-04-25 13:53:31.765948,E8
humidity,2023-04-25 13:53:31.765949,80
weight,2023-04-25 13:53:31.765951,23
light,2023-04-25 13:53:31.765953,157
temperature,2023-04-25 13:53:31.765956,30
humidity,2023-04-25 13:53:31.765958,6
weight,2023-04-25 13:53:31.765960,142
light,2023-04-25 13:53:31.765962,218
temperature,2023-04-25 13:53:31.765964,E4
temperature,2023-04-25 13:53:31.765965,Test
weight,2023-04-25 13:53:31.765967,E3
weight,2023-04-25 13:53:31.765968,E7
light,2023-04-25 13:53:31.765970,3623
weight,2023-04-25 13:53:31.765972,131
temperature,2023-04-25 13:53:31.765974,0
weight,2023-04-25 13:53:31.765976,25
weight,2023-04-25 13:53:31.765977,61
weight,2023-04-25 13:53:31.765979,83
humidity,2023-04-25 13:53:31.765981,48
weight,2023-04-25 13:53:31.765985,30
light,2023-04-25 13:53:31.765986,3486
humidity,2023-04-25 13:53:31.765988,89
weight,2023-04-25 13:53:31.765990,161
light,2023-04-25 13:53:31.765992,1292
humidity,2023-04-25 13:53:31.765994,50
temperature,2023-04-25 13:53:31.765995,135
humidity,2023-04-25 13:53:31.765997,71
humidity,2023-04-25 13:53:31.765999,-10
temperature,2023-04-25 13:53:31.766001,57
temperature,2023-04-25 13:53:31.766003,11
weight,2023-04-25 13:53:31.766005,113
weight,2023-04-25 13:53:31.766007,113
temperature,2023-04-25 13:53:31.766008,E7
humidity,2023-04-25 13:53:31.766010,5
weight,2023-04-25 13:53:31.766012,142
light,2023-04-25 13:53:31.766014,1627
weight,2023-04-25 13:53:31.766016,101
temperature,2023-04-25 13:53:31.766017,56
humidity,2023-04-25 13:53:31.766019,56
humidity,2023-04-25 13:53:31.766021,16
humidity,2023-04-25 13:53:31.766023,E4
humidity,2023-04-25 13:53:31.766025,18
weight,2023-04-25 13:53:31.766028,144
humidity,2023-04-25 13:53:31.766030,36
temperature,2023-04-25 13:53:31.766032,171
temperature,2023-04-25 13:53:31.766034,146
temperature,2023-04-25 13:53:31.766037,180
temperature,2023-04-25 13:53:31.766039,174
weight,2023-04-25 13:53:31.766041,91
temperature,2023-04-25 13:53:31.766043,44
light,2023-04-25 13:53:31.766045,2385
humidity,2023-04-25 13:53:31.766047,10
light,2023-04-25 13:53:31.766048,3789
weight,2023-04-25 13:53:31.766050,E8
humidity,2023-04-25 13:53:31.766052,83
light,2023-04-25 13:53:31.766054,837
light,2023-04-25 13:53:31.766056,E4
weight,2023-04-25 13:53:31.766057,107
humidity,2023-04-25 13:53:31.766059,25
humidity,2023-04-25 13:53:31.766061,-10
humidity,2023-04-25 13:53:31.766063,80
light,2023-04-25 13:53:31.766065,2454
temperature,2023-04-25 13:53:31.766067,E4
